Date,Humidity,Events,Weather,Rainfall,Tourism_Demand
2005-01,92.83,Ibaka,Cloudy,73.27,2005
2005-02,82.66,Ekpo Display,Sunny,23.64,2240
2005-03,70.54,Ibaka,Cloudy,84.94,1521
2005-04,96.05,Ibeno Beach,Sunny,6.47,1654
2005-05,98.5,Ibaka,Sunny,10.86,1709
2005-06,85.5,Ibeno Beach,Cloudy,290.25,1460
2005-07,60.22,Ibaka,Stormy,212.75,1326
2005-08,69.06,Ibeno Beach,Sunny,49.68,1716
2005-09,70.78,Ekpo Display,Sunny,37.98,1691
2005-10,84.7,Ekpo Display,Sunny,38.69,1745
2005-11,67.14,Ibaka,Sunny,42.62,1712
2005-12,85.09,Ekpo Display,Cloudy,136.73,1977
2006-01,82.92,Ekpo Display,Sunny,24.85,2226
2006-02,68.66,Ibaka,Sunny,35.94,2199
2006-03,96.75,Ekpo Display,Rainy,214.7,1470
2006-04,88.45,Ibeno Beach,Cloudy,245.73,1472
2006-05,64.91,Ibeno Beach,Cloudy,267.34,1487
2006-06,93.82,Ibeno Beach,Stormy,221.71,1361
2006-07,75.35,Ekpo Display,Cloudy,238.85,1450
2006-08,87.42,Ekpo Display,Cloudy,161.35,1470
2006-09,77.67,Ibeno Beach,Sunny,39.24,1654
2006-10,87.35,Ibeno Beach,Cloudy,237.97,1464
2006-11,94.64,Ibeno Beach,Cloudy,121.88,1543
2006-12,88.67,Ibeno Beach,Cloudy,239.14,1906
2007-01,60.85,Ekpo Display,Rainy,137.76,1968
2007-02,78.71,Ekpo Display,Sunny,49.28,2233
2007-03,81.56,Ekpo Display,Cloudy,144.35,1524
2007-04,62.97,Ekpo Display,Cloudy,43.93,1494
2007-05,99.12,Ibaka,Sunny,49.3,1707
2007-06,88.13,Ekpo Display,Cloudy,259.91,1459
2007-07,77.66,Ekpo Display,Sunny,35.12,1673
2007-08,69.41,Ibaka,Sunny,19.87,1698
2007-09,95.84,Ibeno Beach,Sunny,45.15,1736
2007-10,99.19,Ibaka,Rainy,189.07,1541
2007-11,78.22,Ibeno Beach,Sunny,37.67,1717
2007-12,74.8,Ibeno Beach,Rainy,139.5,1990
2008-01,64.7,Ibeno Beach,Cloudy,271.7,1900
2008-02,81.38,Ibaka,Cloudy,192.08,1955
2008-03,97.84,Ekpo Display,Sunny,9.96,1664
2008-04,65.19,Ibaka,Rainy,229.85,1415
2008-05,84.42,Ibeno Beach,Sunny,49.27,1651
2008-06,68.76,Ekpo Display,Rainy,43.89,1527
2008-07,79.92,Ekpo Display,Rainy,287.25,1497
2008-08,63.07,Ibeno Beach,Stormy,17.82,1393
2008-09,96.29,Ibeno Beach,Rainy,253.7,1427
2008-10,64.37,Ibaka,Rainy,223.9,1417
2008-11,64.08,Ibeno Beach,Sunny,21.57,1656
2008-12,75.76,Ibaka,Sunny,49.38,2174
2009-01,67.67,Ekpo Display,Sunny,10.12,2246
2009-02,66.56,Ekpo Display,Cloudy,29.15,1978
2009-03,68.16,Ibaka,Sunny,38.22,1696
2009-04,60.65,Ibaka,Sunny,41.43,1741
2009-05,60.72,Ibaka,Sunny,48.12,1683
2009-06,68.16,Ibaka,Sunny,35.58,1674
2009-07,78.29,Ekpo Display,Cloudy,14.54,1501
2009-08,72.42,Ekpo Display,Cloudy,55.79,1508
2009-09,68.18,Ekpo Display,Cloudy,204.76,1425
2009-10,68.92,Ekpo Display,Sunny,6.14,1660
2009-11,73.57,Ibaka,Rainy,253.58,1454
2009-12,73.94,Ekpo Display,Cloudy,186.79,1997
2010-01,80.41,Ibeno Beach,Sunny,24.82,2191
2010-02,62.24,Ibaka,Sunny,36.69,2179
2010-03,67.22,Ibeno Beach,Sunny,22.98,1725
2010-04,94.33,Ibaka,Cloudy,59.21,1461
2010-05,68.81,Ibeno Beach,Sunny,2.14,1679
2010-06,76.58,Ibeno Beach,Sunny,19.58,1667
2010-07,97.9,Ekpo Display,Sunny,40,1654
2010-08,98.75,Ekpo Display,Sunny,35.56,1703
2010-09,88.64,Ibaka,Sunny,43.93,1702
2010-10,63.68,Ibeno Beach,Rainy,102.16,1454
2010-11,76.13,Ibaka,Sunny,11.99,1665
2010-12,84.91,Ibaka,Cloudy,117.22,1987
2011-01,75.99,Ibom Food Fest,Sunny,13.8,2187
2011-02,64.49,Ibeno Beach,Sunny,8.46,2213
2011-03,65.1,Local Sports Event,Cloudy,250.7,1436
2011-04,94.55,Ekpo Display,Sunny,23.9,1656
2011-05,72.78,Ibaka,Rainy,202.22,1447
2011-06,82.4,Ibeno Beach,Cloudy,193.74,1514
2011-07,84.05,Ibeno Beach,Sunny,47.17,1664
2011-08,93.51,Ibaka,Sunny,24.25,1708
2011-09,97.79,Ibeno Beach,Cloudy,146.05,1493
2011-10,66.23,Ibom Food Fest,Sunny,20.27,1661
2011-11,98.54,Ekpo Display,Sunny,31.22,1740
2011-12,98.74,Ibaka,Rainy,42.85,1965
2012-01,74.14,Ibeno Beach,Sunny,32.31,2150
2012-02,60.58,Local Sports Event,Sunny,45.56,2178
2012-03,67.2,Ibom Food Fest,Sunny,6.8,1732
2012-04,97.21,Ibaka,Sunny,31.62,1720
2012-05,99.39,Ibeno Beach,Cloudy,60.93,1482
2012-06,84.64,Ibeno Beach,Sunny,39.31,1682
2012-07,65.39,Ibaka,Cloudy,52.01,1490
2012-08,90.77,Ibeno Beach,Cloudy,219.84,1404
2012-09,81.48,Local Sports Event,Sunny,44.41,1732
2012-10,64.29,Ibaka,Sunny,40.66,1738
2012-11,98.34,Ekpo Display,Cloudy,109.42,1548
2012-12,77.41,Local Sports Event,Sunny,36.89,2181
2013-01,78.71,Ibom Food Fest,Sunny,9.15,2197
2013-02,85.03,Local Sports Event,Sunny,44.88,2173
2013-03,85.98,Ibom Food Fest,Cloudy,86.48,1518
2013-04,75.8,Ekpo Display,Sunny,15.78,1670
2013-05,73.02,Ibeno Beach,Cloudy,231.37,1467
2013-06,69.93,Local Sports Event,Cloudy,68.72,1548
2013-07,93.07,Ekpo Display,Sunny,4.88,1718
2013-08,83.2,Local Sports Event,Cloudy,69.18,1531
2013-09,74.95,Ekpo Display,Sunny,23.38,1705
2013-10,83.89,Ibaka,Rainy,136.48,1537
2013-11,83.98,Ekpo Display,Rainy,56.95,1486
2013-12,93.75,Ibeno Beach,Rainy,258.58,1909
2014-01,90.25,Ibeno Beach,Rainy,78.05,2003
2014-02,93.8,Ibeno Beach,Sunny,37.78,2209
2014-03,94.74,Ekpo Display,Cloudy,176.75,1469
2014-04,64.56,Ibeno Beach,Rainy,202.06,1423
2014-05,89.34,Ekpo Display,Cloudy,70.39,1458
2014-06,89.48,Ibeno Beach,Sunny,49.91,1697
2014-07,87.08,Ekpo Display,Rainy,124.04,1497
2014-08,79.97,Ibaka,Cloudy,275.59,1486
2014-09,92.27,Local Sports Event,Cloudy,229.17,1436
2014-10,89.68,Ibaka,Cloudy,263.73,1477
2014-11,83.23,Ibom Food Fest,Cloudy,83.67,1458
2014-12,99.91,Ibom Food Fest,Cloudy,127.56,2042
2015-01,63.18,Local Sports Event,Sunny,6.66,2226
2015-02,82.01,Ibaka,Cloudy,71.35,1970
2015-03,79.69,Ibaka,Cloudy,182.63,1477
2015-04,72.09,Ibom Food Fest,Sunny,47.05,1725
2015-05,82.34,Ibeno Beach,Cloudy,123.73,1495
2015-06,96.66,Ekpo Display,Sunny,32.87,1742
2015-07,62.1,Ibaka,Sunny,49.93,1715
2015-08,84.15,Ekpo Display,Cloudy,50.59,1457
2015-09,89.68,Local Sports Event,Stormy,51.54,1427
2015-10,62.35,Ibom Food Fest,Cloudy,15.36,1547
2015-11,81.5,Ibeno Beach,Stormy,60.17,1401
2015-12,76.2,9999 Carol Night,Cloudy,107.2,2014
2016-01,67.19,Local Sports Event,Sunny,44.24,2238
2016-02,78.57,Ibom Food Fest,Sunny,23.11,2214
2016-03,66.82,Ekpo Display,Cloudy,257.08,1404
2016-04,80.46,Ibaka,Sunny,37.46,1696
2016-05,72.59,Ibeno Beach,Cloudy,185.96,1504
2016-06,88.92,Ibeno Beach,Cloudy,92.22,1483
2016-07,93.94,Ibaka,Sunny,41.12,1702
2016-08,92.45,Local Sports Event,Rainy,179.98,1453
2016-09,71.2,Local Sports Event,Rainy,169.91,1468
2016-10,86.43,Ibaka,Rainy,46.78,1480
2016-11,76.55,Ekpo Display,Sunny,38.24,1650
2016-12,73.35,Ibeno Beach,Sunny,18.53,2219
2017-01,92.91,Ibaka,Sunny,44.67,2238
2017-02,60.57,Ekpo Display,Cloudy,270.02,1905
2017-03,86.91,Ibom Food Fest,Sunny,29.58,1722
2017-04,77.9,Ibeno Beach,Stormy,31.04,1440
2017-05,69.64,Ibeno Beach,Sunny,0.68,1656
2017-06,86.34,Ibom Food Fest,Sunny,32.08,1738
2017-07,79.39,Ibaka,Rainy,253.08,1498
2017-08,89.44,Ibeno Beach,Sunny,14.04,1732
2017-09,79.44,Ibom Food Fest,Sunny,5.85,1748
2017-10,65,Ibeno Beach,Cloudy,96.65,1506
2017-11,69.6,Ibom Food Fest,Rainy,73.41,1544
2017-12,66.81,Ibaka,Sunny,20.89,2216
2018-01,70.36,Ibaka,Sunny,29.26,2234
2018-02,90.73,Local Sports Event,Cloudy,298.57,1949
2018-03,94.95,Ekpo Display,Cloudy,151.95,1495
2018-04,76.8,Local Sports Event,Sunny,37.47,1663
2018-05,75.56,Ekpo Display,Cloudy,57.42,1536
2018-06,89.85,Ekpo Display,Cloudy,269.65,1472
2018-07,82.7,Ibeno Beach,Cloudy,212.01,1471
2018-08,74.15,Ibaka,Sunny,27.43,1654
2018-09,76.8,Ibom Food Fest,Cloudy,8.92,1526
2018-10,61.81,Ibeno Beach,Sunny,49.81,1651
2018-11,64.64,Ibeno Beach,Cloudy,285.5,1441
2018-12,70.03,Local Sports Event,Stormy,160.93,1935
2019-01,94.46,Ibom Food Fest,Rainy,52.98,2049
2019-02,61.52,Ibom Food Fest,Sunny,46.68,2195
2019-03,85.01,Local Sports Event,Sunny,11.73,1666
2019-04,86.9,Ibaka,Sunny,42.23,1689
2019-05,68.15,Ibaka,Cloudy,284.45,1405
2019-06,61.68,Ibom Food Fest,Sunny,22.81,1680
2019-07,66.85,Local Sports Event,Sunny,11.49,1691
2019-08,79.71,Ibaka,Cloudy,80.03,1533
2019-09,83.35,Ibaka,Sunny,14.01,1700
2019-10,72.32,Local Sports Event,Sunny,18.87,1743
2019-11,63.05,Ibeno Beach,Cloudy,7.99,1493
2019-12,79.73,Ibaka,Sunny,42.3,2196
2020-01,89.13,Ekpo Display,Sunny,35.51,2225
2020-02,91.62,Local Sports Event,Rainy,295.18,1975
2020-03,70.21,Ibaka,Rainy,249.97,1485
2020-04,79.2,Local Sports Event,Sunny,5.59,1650
2020-05,93.21,Ekpo Display,Cloudy,209,1412
2020-06,79.23,Ibeno Beach,Sunny,44.01,1658
2020-07,76.46,Local Sports Event,Sunny,8.45,1723
2020-08,93.03,Local Sports Event,Sunny,35.76,1654
2020-09,76.76,Ekpo Display,Rainy,206.58,1468
2020-10,87.72,Local Sports Event,Cloudy,215.35,1430
2020-11,95.5,Ibeno Beach,Stormy,57.41,1350
2020-12,62.84,9999 Carol Night,Sunny,5.83,2151
2021-01,61.78,Ibom Food Fest,Cloudy,299.9,1977
2021-02,83.99,Ekpo Display,Cloudy,270.45,1926
2021-03,71.17,Ibeno Beach,Cloudy,214.3,1414
2021-04,93.44,Ekpo Display,Sunny,13.12,1737
2021-05,87.1,Ibaka,Rainy,222.26,1490
2021-06,80.58,Local Sports Event,Cloudy,183.27,1482
2021-07,97.88,Ibeno Beach,Sunny,48.44,1713
2021-08,99.37,Ekpo Display,Rainy,277.19,1471
2021-09,65.27,Ibaka,Sunny,24.67,1701
2021-10,88.3,Ibaka,Sunny,13.99,1733
2021-11,65.71,Ekpo Display,Rainy,250.94,1425
2021-12,60.05,Ekpo Display,Sunny,11.02,2205
2022-01,96.59,Ekpo Display,Cloudy,255.72,1932
2022-02,72.44,Ekpo Display,Rainy,279.99,1997
2022-03,64.02,Ibeno Beach,Sunny,48.05,1709
2022-04,76.29,Ekpo Display,Sunny,49.97,1678
2022-05,78.54,Ibaka,Rainy,228.14,1406
2022-06,67.56,Ibeno Beach,Sunny,6.03,1719
2022-07,64.78,Ekpo Display,Rainy,147.78,1508
2022-08,68.53,Ekpo Display,Sunny,2.45,1667
2022-09,99.61,Ekpo Display,Sunny,12.85,1680
2022-10,79.4,Ibeno Beach,Sunny,42.47,1750
2022-11,65.69,Local Sports Event,Cloudy,206.77,1413
2022-12,99.3,Ibaka,Rainy,171.96,1981
2023-01,89.75,Ekpo Display,Cloudy,46.98,2004
2023-02,65.74,Ibaka,Cloudy,82.42,2045
2023-03,75.5,Ibaka,Sunny,29.76,1711
2023-04,72.66,Local Sports Event,Cloudy,298.92,1492
2023-05,89.89,Ekpo Display,Cloudy,180.21,1499
2023-06,66.93,Ekpo Display,Cloudy,208.17,1457
2023-07,97.01,Ibaka,Rainy,4.42,1526
2023-08,73.99,Ekpo Display,Cloudy,90.49,1490
2023-09,74.43,Ibeno Beach,Cloudy,114.74,1516
2023-10,65.88,Ekpo Display,Sunny,11.62,1665
2023-11,66.22,Ekpo Display,Sunny,27.95,1699
2023-12,82.07,Ibom Food Fest,Rainy,66.07,1956
2004-01,65.69,Ibeno Beach,Sunny,30.96,2212
2004-02,70.84,Ibaka,Sunny,22,2155
2004-03,64.65,Ibaka,Stormy,9.84,1441
2004-04,64.69,Ibaka,Stormy,151.66,1360
2004-05,95.64,Ibaka,Sunny,25.69,1745
2004-06,90.26,Ekpo Display,Sunny,48.51,1700
2004-07,70.87,Ibeno Beach,Sunny,12.13,1727
2004-08,88.34,Ibeno Beach,Rainy,8.01,1458
2004-09,86.25,Ibaka,Rainy,198.28,1544
2004-10,78.22,Ekpo Display,Sunny,17.12,1736
2004-11,63.53,Ekpo Display,Cloudy,217.57,1453
2004-12,93.22,Ibeno Beach,Cloudy,256.75,1921
2005-01,61.21,Ekpo Display,Sunny,2.16,2238
2005-02,74.95,Ibaka,Stormy,46.52,1948
2005-03,75.73,Ekpo Display,Rainy,241.72,1474
2005-04,77.57,Ekpo Display,Sunny,13.43,1677
2005-05,73.4,Ibeno Beach,Sunny,20.37,1715
2005-06,69.36,Ibaka,Sunny,3.04,1729
2005-07,71.42,Ibaka,Sunny,48.93,1665
2005-08,65.39,Ibeno Beach,Cloudy,267.48,1425
2005-09,64.24,Ekpo Display,Sunny,7.9,1660
2005-10,80.08,Ekpo Display,Sunny,29.18,1745
2005-11,88.62,Ibaka,Sunny,11.82,1691
2005-12,73.61,Ekpo Display,Cloudy,18.59,2006
2006-01,64.56,Ekpo Display,Cloudy,212.68,1913
2006-02,88.15,Ibeno Beach,Rainy,290.26,1929
2006-03,65.78,Ekpo Display,Stormy,260.49,1348
2006-04,90.47,Ibaka,Cloudy,51.56,1500
2006-05,83.67,Ibaka,Sunny,30.35,1691
2006-06,61.95,Ibeno Beach,Sunny,15.14,1714
2006-07,93.33,Ibaka,Cloudy,162.54,1517
2006-08,97.15,Ekpo Display,Sunny,37.04,1665
2006-09,83.89,Ibeno Beach,Rainy,293.58,1441
2006-10,71.49,Ibaka,Sunny,38.61,1717
2006-11,78.24,Ibeno Beach,Cloudy,213.05,1485
2006-12,99.38,Ibaka,Sunny,39.18,2214
2007-01,90.11,Ibaka,Sunny,32.15,2248
2007-02,82.32,Ekpo Display,Cloudy,284.15,1985
2007-03,68.65,Ekpo Display,Sunny,22.67,1736
2007-04,84.83,Ekpo Display,Sunny,16.21,1681
2007-05,71.08,Ibaka,Cloudy,250.49,1423
2007-06,62.76,Ekpo Display,Rainy,210.8,1413
2007-07,65.37,Ibeno Beach,Sunny,28.27,1716
2007-08,72.07,Ekpo Display,Sunny,6.54,1737
2007-09,68.37,Ibeno Beach,Cloudy,283.65,1439
2007-10,60.61,Ekpo Display,Cloudy,285.35,1446
2007-11,66.42,Ibaka,Cloudy,109.23,1550
2007-12,65.52,Ibaka,Sunny,41.61,2150
2008-01,75.05,Ibeno Beach,Sunny,18.34,2173
2008-02,77.84,Ibaka,Sunny,6.22,2221
2008-03,60.4,Ekpo Display,Stormy,35.56,1399
2008-04,65.32,Ibeno Beach,Cloudy,94.18,1526
2008-05,61.71,Ibaka,Sunny,41.44,1725
2008-06,70.68,Ibaka,Cloudy,152.59,1480
2008-07,82.04,Ibeno Beach,Rainy,177.45,1519
2008-08,89.17,Ibaka,Sunny,33.77,1651
2008-09,83.68,Ibaka,Cloudy,185.87,1501
2008-10,66.28,Ekpo Display,Cloudy,35.66,1456
2008-11,85.19,Ibaka,Sunny,26.73,1705
2008-12,89.56,Ibeno Beach,Sunny,0.29,2219
2009-01,67.35,Ekpo Display,Cloudy,80.94,1959
2009-02,85.41,Ekpo Display,Stormy,194.48,1935
2009-03,73.86,Ibaka,Sunny,27.12,1707
2009-04,73.2,Ekpo Display,Sunny,3.77,1711
2009-05,97.02,Ibaka,Rainy,27.83,1510
2009-06,97.32,Ekpo Display,Sunny,24.64,1681
2009-07,69.18,Ekpo Display,Stormy,287.5,1355
2009-08,64.08,Ibeno Beach,Rainy,94.33,1492
2009-09,63.78,Ekpo Display,Sunny,26.39,1733
2009-10,65.15,Ibaka,Rainy,271.63,1416
2009-11,78.62,Ibaka,Cloudy,207.99,1438
2009-12,92.55,Ibeno Beach,Rainy,286.89,1942
2010-01,66.12,Ekpo Display,Cloudy,119.16,1960
2010-02,82.59,Ekpo Display,Cloudy,275.24,1962
2010-03,92.69,Ekpo Display,Rainy,84.19,1529
2010-04,90.1,Ibaka,Cloudy,46.39,1523
2010-05,89.61,Ibeno Beach,Sunny,43.7,1734
2010-06,98.79,Ibeno Beach,Sunny,14.87,1717
2010-07,85.85,Ibeno Beach,Rainy,37.17,1467
2010-08,81.92,Ibeno Beach,Sunny,20.44,1692
2010-09,78.95,Ekpo Display,Cloudy,159.48,1461
2010-10,65.16,Ibaka,Sunny,29.66,1656
2010-11,87.98,Ekpo Display,Stormy,274.71,1360
2010-12,75.54,Ibaka,Sunny,37.75,2243
2011-01,75.92,Ibeno Beach,Sunny,36.25,2183
2011-02,75.86,Ibaka,Sunny,27.49,2245
2011-03,96.45,Ibeno Beach,Cloudy,168.93,1507
2011-04,60.19,Ibom Food Fest,Sunny,14.91,1686
2011-05,72.04,Ibom Food Fest,Cloudy,141.13,1473
2011-06,90.56,Ibaka,Stormy,276.83,1354
2011-07,84.67,Ibom Food Fest,Cloudy,71.8,1519
2011-08,72.35,Ibom Food Fest,Sunny,27.5,1739
2011-09,85.19,Ibaka,Sunny,48.8,1744
2011-10,73.33,Local Sports Event,Cloudy,168.46,1498
2011-11,77.3,Ibaka,Cloudy,273.62,1429
2011-12,78.28,Local Sports Event,Stormy,276.52,1878
2012-01,91.66,Local Sports Event,Sunny,40.48,2154
2012-02,73.51,Ibeno Beach,Rainy,13.41,2016
2012-03,63.38,Ibeno Beach,Rainy,117.7,1495
2012-04,73.01,Ibom Food Fest,Rainy,31.55,1502
2012-05,70.71,Ekpo Display,Sunny,34.08,1729
2012-06,82.97,Ekpo Display,Sunny,11.2,1682
2012-07,85.65,Ibeno Beach,Sunny,10.06,1711
2012-08,61.36,Ibeno Beach,Rainy,49.56,1480
2012-09,99.57,Local Sports Event,Rainy,170.03,1521
2012-10,63.4,Ibaka,Sunny,34,1682
2012-11,62.95,Ibom Food Fest,Sunny,1.7,1693
2012-12,72.48,Ibaka,Cloudy,248.12,1996
2013-01,60.02,Ibom Food Fest,Stormy,238.21,1873
2013-02,60.5,Ibaka,Sunny,11.7,2233
2013-03,69.73,Ibaka,Sunny,10.25,1726
2013-04,78.84,Ibaka,Sunny,38.32,1687
2013-05,74.93,Ekpo Display,Sunny,19.28,1740
2013-06,62.92,Ibeno Beach,Cloudy,86.56,1465
2013-07,98.43,Ekpo Display,Rainy,248.4,1462
2013-08,73.78,Ibaka,Rainy,29.34,1485
2013-09,67.26,Ibaka,Rainy,226.26,1442
2013-10,70.02,Ekpo Display,Sunny,45.21,1721
2013-11,84.61,Ibaka,Rainy,87.44,1481
2013-12,80.12,Ekpo Display,Sunny,1.33,2188
2014-01,98.06,Ibom Food Fest,Sunny,37.94,2229
2014-02,60.22,Ekpo Display,Sunny,5.5,2200
2014-03,61.67,Ibeno Beach,Cloudy,138.8,1535
2014-04,79.78,Ibaka,Sunny,8.16,1750
2014-05,77.33,Ekpo Display,Cloudy,179.49,1550
2014-06,97.07,Ibom Food Fest,Sunny,3.12,1666
2014-07,76.47,Ibeno Beach,Rainy,81.35,1547
2014-08,60.54,Ibom Food Fest,Cloudy,216.78,1442
2014-09,63.1,Ibom Food Fest,Rainy,105.47,1546
2014-10,98.07,Ibom Food Fest,Sunny,6.04,1663
2014-11,86.27,Local Sports Event,Sunny,13.58,1706
2014-12,73.81,Ekpo Display,Sunny,31.24,2169
2015-01,89.15,Ibaka,Sunny,36.61,2191
2015-02,73.33,Ibeno Beach,Sunny,47.06,2168
2015-03,72.31,Ekpo Display,Sunny,2.52,1704
2015-04,79.56,Ekpo Display,Sunny,0.81,1698
2015-05,86.62,Local Sports Event,Sunny,46.88,1736
2015-06,61.24,Ekpo Display,Sunny,6.12,1748
2015-07,68.95,Ibeno Beach,Rainy,48.48,1547
2015-08,98.68,Local Sports Event,Sunny,36.22,1745
2015-09,78.88,Ibaka,Sunny,21.46,1695
2015-10,68.32,Ibaka,Sunny,18.83,1685
2015-11,90.16,Ibeno Beach,Sunny,10.54,1693
2015-12,71.5,Ibeno Beach,Stormy,0.25,1891
2016-01,88.97,Ibaka,Rainy,49.56,2022
2016-02,77.63,Ekpo Display,Cloudy,184.66,2044
2016-03,66.41,Ibaka,Cloudy,35.48,1453
2016-04,90.01,Ekpo Display,Sunny,19.49,1710
2016-05,96.75,Ibaka,Rainy,244.64,1416
2016-06,68.61,Ibaka,Rainy,15.85,1532
2016-07,76.06,Local Sports Event,Cloudy,137.22,1536
2016-08,84.24,Local Sports Event,Rainy,269.51,1432
2016-09,85.7,Ibaka,Cloudy,104.78,1542
2016-10,90.95,Ekpo Display,Cloudy,26.48,1510
2016-11,76.85,Ibaka,Sunny,14.12,1694
2016-12,63.73,Ibeno Beach,Cloudy,92.67,2026
2017-01,90.26,Local Sports Event,Cloudy,86.5,2038
2017-02,79.35,Local Sports Event,Sunny,21.23,2188
2017-03,73.03,Ibom Food Fest,Rainy,232.26,1421
2017-04,95.1,Local Sports Event,Cloudy,277.85,1405
2017-05,80.85,Local Sports Event,Sunny,11.75,1731
2017-06,87.37,Ibom Food Fest,Sunny,19.22,1717
2017-07,75.96,Ibeno Beach,Sunny,13.53,1656
2017-08,67.09,Local Sports Event,Cloudy,44.53,1506
2017-09,74.82,Ibom Food Fest,Cloudy,194.66,1476
2017-10,92,Ibeno Beach,Rainy,237.28,1445
2017-11,79.13,Ibaka,Stormy,55.78,1410
2017-12,79.83,Ekpo Display,Rainy,15.8,2038
2018-01,85.07,Ekpo Display,Cloudy,93.68,2034
2018-02,71.01,Ekpo Display,Stormy,55.45,1932
2018-03,66.73,Ibaka,Sunny,9.15,1695
2018-04,77.42,Ekpo Display,Cloudy,22.42,1528
2018-05,63.9,Ekpo Display,Cloudy,233.76,1450
2018-06,93.91,Ibeno Beach,Rainy,48.37,1535
2018-07,98.11,Ibeno Beach,Rainy,9.89,1509
2018-08,83.31,Ibaka,Sunny,1.04,1697
2018-09,75.77,Ibaka,Cloudy,218.57,1405
2018-10,78.9,Ibaka,Sunny,18.18,1707
2018-11,62.74,Local Sports Event,Cloudy,189.99,1466
2018-12,79.08,Ibom Food Fest,Cloudy,172.14,2048
2019-01,92.86,Ekpo Display,Sunny,40.82,2201
2019-02,77.1,Ibeno Beach,Sunny,46.48,2212
2019-03,99.69,Ibaka,Rainy,264.67,1435
2019-04,87.36,Ekpo Display,Cloudy,268.42,1467
2019-05,78.53,Ibeno Beach,Cloudy,196.95,1511
2019-06,80.63,Ekpo Display,Sunny,41.91,1689
2019-07,68.27,Ekpo Display,Sunny,20.06,1683
2019-08,87.74,Ibom Food Fest,Sunny,11.64,1661
2019-09,99.96,Ibaka,Cloudy,172.63,1549
2019-10,74.69,Ekpo Display,Sunny,30.71,1655
2019-11,73.11,Ibaka,Rainy,150.6,1539
2019-12,69.75,9999 Carol Night,Cloudy,59.2,1996
2020-01,76.49,Ibom Food Fest,Rainy,28.84,1959
2020-02,99.2,Ibom Food Fest,Cloudy,149.79,1988
2020-03,89.38,Ibom Food Fest,Cloudy,181.86,1460
2020-04,69.58,Local Sports Event,Cloudy,161.88,1494
2020-05,67.07,Ibeno Beach,Rainy,68,1542
2020-06,68.23,Ibaka,Sunny,47.5,1670
2020-07,72.56,Ibaka,Sunny,22.26,1661
2020-08,96.54,Local Sports Event,Cloudy,26.47,1454
2020-09,74.79,Ibom Food Fest,Rainy,203.12,1472
2020-10,89.33,Ibom Food Fest,Sunny,36.56,1655
2020-11,62.3,Ekpo Display,Rainy,245.77,1454
2020-12,77.31,Ekpo Display,Cloudy,149.89,2025
2021-01,98.77,Local Sports Event,Cloudy,248.06,1928
2021-02,85.44,Ibaka,Sunny,47.28,2169
2021-03,64.07,Ibaka,Sunny,25.66,1744
2021-04,64,Ekpo Display,Sunny,30.6,1669
2021-05,99.55,Ibaka,Sunny,21.02,1718
2021-06,70.73,Ekpo Display,Sunny,15.48,1746
2021-07,89.56,Ibom Food Fest,Rainy,5.3,1477
2021-08,70.8,Ibaka,Sunny,47.31,1650
2021-09,90.19,Ekpo Display,Stormy,9.63,1446
2021-10,67.44,Ekpo Display,Rainy,272.56,1427
2021-11,72.8,Ibaka,Sunny,46.57,1665
2021-12,98.72,Local Sports Event,Rainy,278.19,1922
2022-01,71.37,Ibeno Beach,Sunny,6.81,2219
2022-02,80.26,Local Sports Event,Cloudy,195.12,2042
2022-03,74.75,Local Sports Event,Cloudy,173.18,1474
2022-04,70.9,Local Sports Event,Sunny,13.43,1686
2022-05,92.19,Ekpo Display,Sunny,47.91,1689
2022-06,71.32,Local Sports Event,Sunny,43.92,1727
2022-07,69.04,Ibom Food Fest,Cloudy,182.86,1500
2022-08,78.59,Ibom Food Fest,Sunny,19.3,1698
2022-09,79.63,Ekpo Display,Rainy,165.35,1527
2022-10,87.53,Ibaka,Sunny,26.43,1713
2022-11,72.16,Ibom Food Fest,Cloudy,289.09,1439
2022-12,82.48,9999 Carol Night,Rainy,102.32,2032
2023-01,69.77,Ibeno Beach,Sunny,25.64,2204
2023-02,74.62,Ibom Food Fest,Rainy,97.02,1999
2023-03,74.82,Ibeno Beach,Rainy,77.83,1494
2023-04,76.23,Ibeno Beach,Sunny,46.28,1730
2023-05,90.5,Ibaka,Cloudy,131.58,1550
2023-06,89.51,Local Sports Event,Sunny,39.16,1700
2023-07,92.66,Local Sports Event,Rainy,19.26,1546
2023-08,77.33,Ibeno Beach,Sunny,12.67,1661
2023-09,72.83,Local Sports Event,Sunny,31.2,1676
2023-10,62.03,Ibeno Beach,Sunny,40.93,1717
2023-11,98.09,Ekpo Display,Cloudy,291.92,1418
2023-12,70.3,Ibom Food Fest,Sunny,36.96,2211
2004-01,81.52,Ibeno Beach,Sunny,25.61,2199
2004-02,63.95,Ibaka,Rainy,286.39,1940
2004-03,95.65,Ibaka,Rainy,179,1508
2004-04,93.76,Ibaka,Sunny,48.13,1710
2004-05,93.51,Ibaka,Cloudy,231.99,1425
2004-06,93.98,Ibeno Beach,Rainy,227.59,1496
2004-07,98.3,Ibeno Beach,Cloudy,272.1,1432
2004-08,98.05,Ibaka,Cloudy,230.61,1420
2004-09,78.91,Ibaka,Cloudy,232.83,1406
2004-10,74.35,Ekpo Display,Rainy,37.01,1493
2004-11,84.81,Ibaka,Cloudy,165.33,1535
